Iteration,Model number,Run Directory,Fitness,Model,ofv,success,covar,correlation..,ntheta,nomega,nsigm,condition,RPenalty,PythonPenalty,NMTran.messages
1,1,/home/jcraig/pydarwin/Example5/temp/1/01,11825.277105,11101001010110412,11655.277105154775,TRUE,TRUE,TRUE,10,6,1,61.41569612660273,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER
1,2,/home/jcraig/pydarwin/Example5/temp/1/02,11047.771411,11001001101010100,10887.771410578807,TRUE,TRUE,TRUE,11,4,1,84.53894573940542,0,0,No important warnings
1,3,/home/jcraig/pydarwin/Example5/temp/1/03,11230.690709,10010000111111e3,11100.690708887872,TRUE,TRUE,TRUE,10,2,1,45.79508117925267,0,0,No important warnings
1,4,/home/jcraig/pydarwin/Example5/temp/1/04,99999999,11110011011101020,99999999,FALSE,FALSE,FALSE,13,4,1,99999999,0,0,No important warnings
1,5,/home/jcraig/pydarwin/Example5/temp/1/05,11245.238374,10011100100011200,11095.238373610273,TRUE,TRUE,TRUE,10,4,1,44.935790942424624,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER
1,6,/home/jcraig/pydarwin/Example5/temp/1/06,9380.7065,11101112010100100,8790.706499793549,FALSE,FALSE,FALSE,12,5,2,99999999,0,0,No important warnings
1,7,/home/jcraig/pydarwin/Example5/temp/1/07,99999999,21120011000110112,99999999,FALSE,FALSE,FALSE,12,4,2,99999999,0,0,No important warnings
1,8,/home/jcraig/pydarwin/Example5/temp/1/08,11843.0098,11110001010011420,11653.00979974226,TRUE,TRUE,TRUE,11,7,1,41.32686089614869,0,0,No important warnings
1,9,/home/jcraig/pydarwin/Example5/temp/1/09,8846.601073,10100002100010300,8686.601073058626,TRUE,TRUE,TRUE,8,6,2,49.08031664907565,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER
1,10,/home/jcraig/pydarwin/Example5/temp/1/10,12141.321947,1010101010111311,11911.321936725177,FALSE,TRUE,TRUE,8,4,1,4.941011686082518,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER
1,11,/home/jcraig/pydarwin/Example5/temp/1/11,9220.322897,11011012101000310,8910.322896618805,FALSE,TRUE,TRUE,13,6,2,25926.06093470183,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER
1,12,/home/jcraig/pydarwin/Example5/temp/1/12,99999999,10111012010100112,99999999,FALSE,FALSE,FALSE,11,5,1,99999999,0,0,No important warnings
1,13,/home/jcraig/pydarwin/Example5/temp/1/13,11820.517424,11110101010100220,11640.517424395226,TRUE,TRUE,TRUE,12,5,1,4904.32090461919,0,0,No important warnings
1,14,/home/jcraig/pydarwin/Example5/temp/1/14,99999999,10121102010100312,99999999,FALSE,FALSE,FALSE,11,6,1,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER
1,15,/home/jcraig/pydarwin/Example5/temp/1/15,99999999,21111012101101208,99999999,FALSE,FALSE,FALSE,15,5,2,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER
1,16,/home/jcraig/pydarwin/Example5/temp/1/16,10332.881061,1001101010011010,10202.881050627811,TRUE,TRUE,TRUE,8,3,2,4.319008184416399,0,0,No important warnings
1,17,/home/jcraig/pydarwin/Example5/temp/1/17,9186.317012,10010101111100410,8986.317011898293,TRUE,TRUE,TRUE,12,6,2,15.09726999920264,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER
1,18,/home/jcraig/pydarwin/Example5/temp/1/18,9461.714862,10011001000011410,8991.714862424975,TRUE,FALSE,FALSE,9,6,2,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER
1,19,/home/jcraig/pydarwin/Example5/temp/1/19,99999999,11100110101110120,99999999,FALSE,FALSE,FALSE,12,4,1,99999999,0,0,No important warnings
1,20,/home/jcraig/pydarwin/Example5/temp/1/20,10451.225207,101002010110120,10211.225207089075,FALSE,TRUE,TRUE,8,4,2,2.186545378882429,0,0,No important warnings
2,1,/home/jcraig/pydarwin/Example5/temp/2/01,9246.542593,11010001000101310,8986.542592516105,FALSE,TRUE,TRUE,9,5,2,14.269657870537472,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER
2,2,/home/jcraig/pydarwin/Example5/temp/2/02,9557.740361,10100001101010310,8987.740361105787,FALSE,FALSE,FALSE,9,6,2,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER
2,3,/home/jcraig/pydarwin/Example5/temp/2/03,12127.260811,21000100100021,11907.26081114374,FALSE,TRUE,TRUE,8,3,1,4.285899519663635,0,0,No important warnings
2,4,/home/jcraig/pydarwin/Example5/temp/2/04,9085.361668,10100000101000310,8915.361667906092,TRUE,TRUE,TRUE,8,7,2,243533842196.7611,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER
2,5,/home/jcraig/pydarwin/Example5/temp/2/05,9261.604741,10100012001010310,8991.604740766104,FALSE,TRUE,TRUE,9,6,2,66313.83634874201,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER
2,6,/home/jcraig/pydarwin/Example5/temp/2/06,12584.954767,1110111110010111,12024.954756864923,FALSE,FALSE,FALSE,10,5,1,99999999,0,0,No important warnings
2,7,/home/jcraig/pydarwin/Example5/temp/2/07,8862.819297,10101001110010300,8682.819297105401,TRUE,TRUE,TRUE,10,6,2,18468.266720129697,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER
2,8,/home/jcraig/pydarwin/Example5/temp/2/08,12544.09167,1011111001101111,12294.091659736978,FALSE,TRUE,TRUE,10,4,1,186920528.7519413,0,0,No important warnings
2,9,/home/jcraig/pydarwin/Example5/temp/2/09,8846.17972,10101101100011e3,8686.179719918966,TRUE,TRUE,TRUE,10,4,2,53.83302108336205,0,0,No important warnings
2,10,/home/jcraig/pydarwin/Example5/temp/2/10,99999999,20121010101000120,99999999,FALSE,FALSE,FALSE,14,6,1,99999999,0,0,No important warnings
