Iteration,Model number,Run Directory,Fitness,Model,ofv,success,covar,correlation #,ntheta,nomega,nsigm,condition,RPenalty,PythonPenalty,NMTran messages
1,01,Example2\temp\1\01,6005.504270,1110100211,5575.504270433393,True,False,False,8,4,1,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
1,02,Example2\temp\1\02,4871.151377,0110111320,4721.151366826803,True,True,True,8,5,2,123.07555455338363,0,0,No important warnings
1,03,Example2\temp\1\03,5702.759917,0100120401,5582.75990679142,True,True,True,6,5,1,-1.1608400148975338e+16,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
1,04,Example2\temp\1\04,4845.647849,0001010310,4725.647848979854,True,True,True,6,4,2,273.132076164789,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
1,05,Example2\temp\1\05,4881.480931,0011121400,4721.48093095162,True,True,True,8,6,2,106815733.69399215,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
1,06,Example2\temp\1\06,5964.488112,1110111301,5804.488112258664,True,True,True,10,5,1,224.02369545697695,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
1,07,Example2\temp\1\07,5695.805755,0101000321,5485.805744707391,False,True,True,6,4,1,554537.1043713699,0,0,No important warnings
1,08,Example2\temp\1\08,99999999.000000,2002000121,99999999,False,False,False,10,3,1,99999999,0,0,No important warnings
1,09,Example2\temp\1\09,4848.225283,1010021210,4708.225282699447,True,True,True,8,4,2,625.1551061251637,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
1,10,Example2\temp\1\10,5722.626978,1002001321,5482.626978227299,False,True,True,9,4,1,425991.52733489027,0,0,No important warnings
2,01,Example2\temp\2\01,99999999.000000,2000121021,99999999,False,False,False,12,2,1,99999999,0,0,No important warnings
2,02,Example2\temp\2\02,99999999.000000,2010101211,99999999,False,False,False,10,4,1,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
2,03,Example2\temp\2\03,4851.651645,0101011300,4721.6516348743635,True,True,True,7,4,2,65.56662896893985,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
2,04,Example2\temp\2\04,4838.320447,1111000000,4708.320446890258,True,True,True,8,3,2,433.0267953871771,0,0,No important warnings
2,05,Example2\temp\2\05,99999999.000000,2012010411,99999999,False,False,False,10,6,1,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
2,06,Example2\temp\2\06,4827.564351,1001001000,4707.564351311975,True,True,True,8,2,2,269.211891068262,0,0,No important warnings
2,07,Example2\temp\2\07,99999999.000000,2101000301,99999999,False,False,False,10,4,1,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
2,08,Example2\temp\2\08,5707.995427,1012120221,5557.995426983266,True,True,True,10,4,1,68282.70736386359,0,0,No important warnings
2,09,Example2\temp\2\09,5658.316891,0112110011,5548.3168806492995,True,True,True,7,3,1,63.51581289878799,0,0,No important warnings
2,10,Example2\temp\2\10,99999999.000000,2001010310,99999999,False,False,False,10,4,2,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
3,01,Example2\temp\3\01,4952.509947,1102110110,4702.509947497529,False,True,True,10,3,2,1615.6349316722465,0,0,No important warnings
3,02,Example2\temp\3\02,4871.609074,0011111300,4721.609074230648,True,True,True,8,5,2,12352680.320830518,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
3,03,Example2\temp\3\02,99999999.000000,0011111300,99999999,False,False,False,0,0,0,99999999,0,0,
3,04,Example2\temp\3\02,99999999.000000,0011111300,99999999,False,False,False,0,0,0,99999999,0,0,
3,05,Example2\temp\3\02,99999999.000000,0011111300,99999999,False,False,False,0,0,0,99999999,0,0,
3,06,Example2\temp\3\06,5810.073580,0010001111,5710.0735797742545,True,True,True,5,4,1,37783902.5922818,0,0,No important warnings
3,07,Example2\temp\3\07,4861.124903,0011011310,4721.124903402791,True,True,True,7,5,2,377.44833704972285,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
3,08,Example2\temp\3\08,4857.287034,1102121110,4697.287033826829,True,True,True,11,3,2,10607.655894763708,0,0,No important warnings
3,09,Example2\temp\3\09,5878.930479,1001010411,5638.930479443576,False,True,True,8,5,1,-53038414330.258804,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
3,10,Example2\temp\3\10,4857.606643,0002101220,4727.6066428320455,True,True,True,8,3,2,6141.405963391065,0,0,No important warnings
4,01,Example2\temp\4\01,4861.128583,0001111310,4721.128583399082,True,True,True,8,4,2,24879602.766005836,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
4,02,Example2\temp\4\02,4871.151484,0001111320,4721.151483564682,True,True,True,9,4,2,15312737.45244761,0,0,No important warnings
4,03,Example2\temp\4\02,99999999.000000,0001111320,99999999,False,False,False,0,0,0,99999999,0,0,
4,04,Example2\temp\4\02,99999999.000000,0001111320,99999999,False,False,False,0,0,0,99999999,0,0,
4,05,Example2\temp\4\02,99999999.000000,0001111320,99999999,False,False,False,0,0,0,99999999,0,0,
4,06,Example2\temp\4\02,99999999.000000,0001111320,99999999,False,False,False,0,0,0,99999999,0,0,
4,07,Example2\temp\4\07,4861.651635,0001111300,4721.651634873331,True,True,True,8,4,2,49233664.73735165,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
4,08,Example2\temp\4\02,99999999.000000,0001111320,99999999,False,False,False,0,0,0,99999999,0,0,
4,09,Example2\temp\4\02,99999999.000000,0001111320,99999999,False,False,False,0,0,0,99999999,0,0,
4,10,Example2\temp\4\07,99999999.000000,0001111300,99999999,False,False,False,0,0,0,99999999,0,0,
5,01,Example2\temp\5\01,4837.971987,1102021000,4697.971987113046,True,True,True,10,2,2,407.18629311572647,0,0,No important warnings
5,02,Example2\temp\5\02,4837.687083,1102021010,4697.687083484272,True,True,True,10,2,2,460.42257566728534,0,0,No important warnings
5,03,Example2\temp\5\02,99999999.000000,1102021010,99999999,False,False,False,0,0,0,99999999,0,0,
5,04,Example2\temp\5\01,99999999.000000,1102021000,99999999,False,False,False,0,0,0,99999999,0,0,
5,05,Example2\temp\5\01,99999999.000000,1102021000,99999999,False,False,False,0,0,0,99999999,0,0,
5,06,Example2\temp\5\06,4847.605727,1102021110,4697.605727054841,True,True,True,10,3,2,464.3086037940934,0,0,No important warnings
5,07,Example2\temp\5\07,4831.352071,1002021000,4701.352071394159,True,True,True,9,2,2,361.78604522919187,0,0,No important warnings
5,08,Example2\temp\5\02,99999999.000000,1102021010,99999999,False,False,False,0,0,0,99999999,0,0,
5,09,Example2\temp\5\01,99999999.000000,1102021000,99999999,False,False,False,0,0,0,99999999,0,0,
5,10,Example2\temp\5\02,99999999.000000,1102021010,99999999,False,False,False,0,0,0,99999999,0,0,
5D01,01,Example2\temp\5D01\01,99999999.000000,2001001000,99999999,False,False,False,10,2,2,99999999,0,0,No important warnings
5D01,02,Example2\temp\5D01\02,4828.112616,0001001000,4728.112615726367,True,True,True,6,2,2,60.61255482188027,0,0,No important warnings
5D01,03,Example2\temp\5D01\03,4833.931063,1101001000,4703.931062698804,True,True,True,9,2,2,319.8074275264991,0,0,No important warnings
5D01,04,Example2\temp\5D01\04,4836.955590,1011001000,4706.9555895936355,True,True,True,8,3,2,455.0010355943176,0,0,No important warnings
5D01,05,Example2\temp\5D01\05,4827.644176,1002001000,4707.644175905099,True,True,True,8,2,2,286.60083885759815,0,0,No important warnings
5D01,06,Example2\temp\5D01\06,4823.488895,1000001000,4713.488894615356,True,True,True,7,2,2,259.9021051813866,0,0,No important warnings
5D01,07,Example2\temp\5D01\07,4837.564352,1001101000,4707.564351510732,True,True,True,9,2,2,75576976.22840385,0,0,No important warnings
5D01,08,Example2\temp\5D01\08,4831.258056,1001021000,4701.258055716047,True,True,True,9,2,2,234.25416982772052,0,0,No important warnings
5D01,09,Example2\temp\5D01\09,4831.379106,1001011000,4701.379105913307,True,True,True,9,2,2,273.9047741263858,0,0,No important warnings
5D01,10,Example2\temp\5D01\10,4822.659304,1001000000,4712.6593039551,True,True,True,7,2,2,224.2841349916606,0,0,No important warnings
5D01,11,Example2\temp\5D01\11,4857.564230,1001001400,4707.56423040865,True,True,True,8,5,2,-1.9234303991528836e+16,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
5D01,12,Example2\temp\5D01\12,4837.564351,1001001200,4707.564351311975,True,True,True,8,3,2,269.21189106826256,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
5D01,13,Example2\temp\5D01\13,4837.564230,1001001100,4707.56423040865,True,True,True,8,3,2,195.65664837544938,0,0,No important warnings
5D01,14,Example2\temp\5D01\14,4837.335250,1001001020,4707.33524992394,True,True,True,9,2,2,220.28987816337917,0,0,No important warnings
5D01,15,Example2\temp\5D01\15,4827.330979,1001001010,4707.330979429717,True,True,True,8,2,2,271.3108946456451,0,0,No important warnings
