Run Directory,Fitness,Model,ofv,success,covar,correlation #,ntheta,nomega,nsigm,condition,RPenalty,PythonPenalty,NMTran messages
C:\fda\pydarwin\docs\Example2\0\17,99999999.000000,2010020111,99999999,False,False,False,9,4,1,99999999,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\26,99999999.000000,2000001201,99999999,False,False,False,9,3,1,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\fda\pydarwin\docs\Example2\0\16,99999999.000000,2101101100,99999999,False,False,False,12,3,2,99999999,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\6,5690.011439,0001121011,5580.01143948492,True,True,True,8,2,1,8332458.359549576,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\13,99999999.000000,2112100211,99999999,False,False,False,11,4,1,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\fda\pydarwin\docs\Example2\0\30,99999999.000000,2102011410,99999999,False,False,False,12,5,2,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\fda\pydarwin\docs\Example2\0\29,99999999.000000,2011010310,99999999,False,False,False,10,5,2,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\fda\pydarwin\docs\Example2\0\3,99999999.000000,2002120320,99999999,False,False,False,12,4,2,99999999,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\11,99999999.000000,2110000400,99999999,False,False,False,9,6,2,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\fda\pydarwin\docs\Example2\0\24,99999999.000000,2001110121,99999999,False,False,False,12,3,1,99999999,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\4,99999999.000000,2011021020,99999999,False,False,False,12,3,2,99999999,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\33,99999999.000000,2002110200,99999999,False,False,False,11,3,2,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\fda\pydarwin\docs\Example2\0\36,99999999.000000,2112120011,99999999,False,False,False,12,3,1,99999999,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\9,99999999.000000,2111001001,99999999,False,False,False,11,3,1,99999999,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\0,5691.155434,1000111011,5571.15543360317,True,True,True,9,2,1,423.37887591003164,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\27,4825.971782,0100120000,4725.97177182142,True,True,True,6,2,2,57.67433402659634,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\38,5689.533929,1000020201,5579.53392940239,True,True,True,7,3,1,5520.0845648051145,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\fda\pydarwin\docs\Example2\0\18,4837.738777,0002001210,4727.73877657981,True,True,True,6,3,2,121.52471810211921,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\fda\pydarwin\docs\Example2\0\10,5664.098631,0112010101,5554.09862090777,True,True,True,6,4,1,30.98157379761165,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\34,5584.965628,0101000311,5484.96561798566,True,True,True,5,4,1,13.917808382623482,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\fda\pydarwin\docs\Example2\0\39,4871.128525,0010111410,4721.12852470066,True,True,True,7,6,2,9.845497901944446e+16,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\fda\pydarwin\docs\Example2\0\23,5949.982094,1002021301,5809.98209363142,True,True,True,9,4,1,234.8099990778501,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\fda\pydarwin\docs\Example2\0\25,4851.112687,0112021110,4721.11267675625,True,True,True,7,4,2,2222.9785551958676,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\12,4850.769052,1012011100,4700.76905236937,True,True,True,9,4,2,521.6003669814817,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\14,4856.139883,0010110300,4726.13988318554,True,True,True,6,5,2,60.48743129788184,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\fda\pydarwin\docs\Example2\0\7,5587.533217,1001000411,5457.53321688546,True,True,True,7,5,1,-2.995875828969195e+16,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\fda\pydarwin\docs\Example2\0\19,6085.924759,1111120401,5815.92475922331,False,True,True,10,6,1,-131534290712152.48,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\fda\pydarwin\docs\Example2\0\32,5799.751583,0011121401,5549.75158276516,False,True,True,8,6,1,-5.868945972965822e+16,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\fda\pydarwin\docs\Example2\0\1,4857.434452,1100121310,4697.43445240518,True,True,True,10,4,2,435.9499604340907,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\fda\pydarwin\docs\Example2\0\5,4845.459041,0101020220,4725.45903127003,True,True,True,7,3,2,108.87605673427773,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\20,5599.708031,0100010321,5489.70802129409,True,True,True,6,4,1,7.041934980790202,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\22,4861.692385,1111110210,4701.69238479743,True,True,True,10,4,2,24764950.844075896,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\fda\pydarwin\docs\Example2\0\31,5647.814063,1010000121,5527.81406260617,True,True,True,7,4,1,197.64051583901292,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\35,4856.521230,1110021020,4706.52122987576,True,True,True,10,3,2,587.711256844484,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\2,5792.534186,0110111221,5662.53417566095,True,True,True,8,4,1,10403836175871.75,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\8,4842.323266,1002100020,4712.32326591971,True,True,True,9,2,2,6741.1745698242685,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\21,4877.662550,0010101420,4727.66255003523,True,True,True,7,6,2,116.39299172029243,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\37,4963.712474,1101101120,4703.71247427556,False,True,True,11,3,2,691479747327.95,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\15,5954.010001,1102011421,5684.01000095221,False,True,True,11,5,1,4716692703425.744,0,0,No important warnings
C:\fda\pydarwin\docs\Example2\0\28,5865.042919,1112101321,5595.04291899033,False,True,True,11,5,1,1179308256920.583,0,0,No important warnings
