Run Directory,Fitness,Model,ofv,success,covar,correlation #,ntheta,nomega,nsigm,condition,RPenalty,PythonPenalty,NMTran messages
C:\fda\pydarwin\examples\example4\0\12,99999999.000000,21001101000110320,99999999,False,False,False,13,4,2,99999999,99999999,0,No important warnings
C:\fda\pydarwin\examples\example4\0\24,99999999.000000,21100002011010220,99999999,False,False,False,13,5,2,99999999,99999999,0,No important warnings
C:\fda\pydarwin\examples\example4\0\35,99999999.000000,20110102100000020,99999999,False,False,False,13,5,2,99999999,99999999,0,No important warnings
C:\fda\pydarwin\examples\example4\0\8,99999999.000000,20110102000001421,99999999,False,False,False,12,8,1,99999999,99999999,0,No important warnings
C:\fda\pydarwin\examples\example4\0\29,99999999.000000,21101111111111211,99999999,False,False,False,16,4,1,99999999,99999999,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\fda\pydarwin\examples\example4\0\36,99999999.000000,20101002011011420,99999999,False,False,False,13,7,2,99999999,99999999,0,No important warnings
C:\fda\pydarwin\examples\example4\0\22,99999999.000000,21011002000111101,99999999,False,False,False,12,3,1,99999999,99999999,0,No important warnings
C:\fda\pydarwin\examples\example4\0\28,99999999.000000,21020111100111320,99999999,False,False,False,15,4,2,99999999,99999999,0,No important warnings
C:\fda\pydarwin\examples\example4\0\23,99999999.000000,21110011101011421,99999999,False,False,False,15,7,1,99999999,99999999,0,No important warnings
C:\fda\pydarwin\examples\example4\0\21,99999999.000000,20111102001110211,99999999,False,False,False,13,4,1,99999999,99999999,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\fda\pydarwin\examples\example4\0\6,99999999.000000,00021000111000201,99999999,False,False,False,9,5,1,99999999,99999999,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\fda\pydarwin\examples\example4\0\37,99999999.000000,20020102010100221,99999999,False,False,False,13,4,1,99999999,99999999,0,No important warnings
C:\fda\pydarwin\examples\example4\0\15,99999999.000000,21020101001010121,99999999,False,False,False,14,4,1,99999999,99999999,0,No important warnings
C:\fda\pydarwin\examples\example4\0\31,99999999.000000,21020002011111420,99999999,False,False,False,14,5,2,99999999,99999999,0,No important warnings
C:\fda\pydarwin\examples\example4\0\13,99999999.000000,20021100001011301,99999999,False,False,False,12,5,1,99999999,99999999,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\fda\pydarwin\examples\example4\0\0,99999999.000000,21010012001100000,99999999,False,False,False,13,3,2,99999999,99999999,0,No important warnings
C:\fda\pydarwin\examples\example4\0\39,99999999.000000,20000111100011420,99999999,False,False,False,13,6,2,99999999,99999999,0,No important warnings
